"id","code","name","city","country","additional_info"
618,RU,Gorno-Altaysk Airport (RGK),Gorno- Altaysk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
619,RU,Grozny Airport (GRV),Grozny,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
620,RU,Irkutsk International Airport (IKT),Irkutsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
621,RU,Irkutsk International Airport (IKT),Irkutsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
622,RU,Irkutsk International Airport (IKT),Irkutsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
623,RU,Izhevsk Airport (IJK),Izhevsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
624,RU,Khrabrovo Airport (KGD),Kaliningrad (Konigsberg),Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
625,RU,Kazan International Airport (KZN),Kazan (Tatarstan),Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 100%!!!"
626,RU,Kemerovo International Airport (KEJ),Kemerovo,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
627,RU,Kemerovo International Airport (KEJ),Kemerovo,Russian Federation,"Porter services - 35,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
628,RU,Khabarovsk Novy Airport (KHV),Khabarovsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15% Extra charge 50% from 00:00 till 06:00"
629,RU,Khanty-Mansiysk Airport (HMA),Khanty- Mansiysk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
630,RU,Pobedilovo Airport (KVX),Kirov,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%
Extra charge 50% from 00:00 till 06:00"
631,RU,Kogalym International Airport (KGP),Kogalym,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
632,RU,Krasnodar International Airport (KRR),Krasnodar,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo – 200,00 Meeters  & Greeters – 130,00 p/P Airfield photosession – 285,00 Meeting room – 220,00 p/hour
Urgent orders < 2 business days + 15%"
633,RU,"Krasnodar
International Airport (KRR)",Krasnodar,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p
Infants 0-2 yo - free-of-charge Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
634,RU,Yemelyanovo International Airport (KJA),Krasnoyarsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
635,RU,Kurgan Airport (KRO),Kurgan,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%
Extra charge 50% from 00:00 till 06:00"
636,RU,Lipetsk Airport (LPK),Lipetsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
637,RU,Sokol - Magadan Airport (GDX),Magadan,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
638,RU,Uytash Airport (MCX),Makhachkala,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
639,RU,Mineralnie Vody Airport (MRV),Mineralnie Vody (Stavropol),Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
640,RU,Murmansk Airport (MMK),Murmansk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15% Extra charge 50% from 00:00 till 06:00"
641,RU,Nalchik Airport (NAL),Nalchik,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
642,RU,Naryan-Mar Airport (NNM),Naryan-Mar,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
643,RU,Magas Airport (IGT),Nazran,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
644,RU,Begishevo Airport (NBC) (International flights),Nizhnekamsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
645,RU,Begishevo Airport (NBC) (Domestic flights),Nizhnekamsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
646,RU,Nizhnevartovsk Airport (NJC),Nizhnevartovsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
647,RU,Nizhny Novgorod International Airport (GOJ),Novgorod (Niznij Novgorod),Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p
Infants 0-2 yo - free-of-charge Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
648,RU,Novokuzhetsk - Spichenkovo Airport (NOZ),Novokuznetsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
649,RU,"Novosibirsk Tolmachevo Airport (OVB)
(Int’l flights)",Novosibirsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
650,RU,"Novosibirsk Tolmachevo Airport (OVB)
(Domestic flights)",Novosibirsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
651,RU,Novy Urengoy Airport (NUX),Novy Urengoy,Russian Federation,"Porter services - 35,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
652,RU,Alykel - Norilsk Airport (NSK),Norilsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
653,RU,Alykel - Norilsk Airport (NSK),Norilsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
654,RU,Noyabrsk Airport (NOJ),Noyabrsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
655,RU,Nyagan Airport (NYA),Nyagan,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
656,RU,Omsk Tsentralny Airport (OMS),Omsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
657,RU,"Orenburg Tsentralny Airport (REN)
(International)",Orenburg,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
658,RU,Orenburg Tsentralny Airport (REN) (Domestic),Orenburg,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
659,RU,Orsk Airport (OSW),Orsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
660,RU,"Perm – Bolshee Savino International
Airport (PEE)",Perm,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
661,RU,"Yelizovo - Petropavlovs- Kamchantskyi
Airport (PKC)",Petropavlovsk – Kamchatskyi,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
662,RU,Rostov na Donu Airport (ROV) (International),Rostov-on- Don,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
663,RU,Rostov na Donu Airport (ROV) (Domestic),Rostov-on- Don,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
664,RU,Salekhard Airport (SLY),Salekhard,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
665,RU,"Kurumuch International Airport (KUF) (International
flights)",Samara,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
666,RU,Kurumuch International Airport (KUF) (Domestic flights),Samara,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
667,RU,Saransk International Airport (SKX),Saransk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
668,RU,Saratov Tsentralny Airport (RTW),Saratov,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
669,RU,"Sochi International Airport (AER) (International
flights)",Sochi / Adler,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
670,RU,Sochi International Airport (AER) (Domestic flights),Sochi / Adler,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
671,RU,Sovietsky Airport (OVS),Sovietsky,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
672,RU,"Stavropol -
Shpakovskoye International
Airport (STW)",Stavropol',Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p
Infants 0-2 yo - free-of-charge Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
673,RU,Surgut International Airport (SGC),Surgut  / Tyumen,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
674,RU,Syktyvkar Airport (SCW),Syktyvkar (Komi),Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
675,RU,Tomsk – Bogashevo Airport (TOF),Tomsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
676,RU,Roshchino International Airport (TJM),Tyumen,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
677,RU,Roshchino International Airport (TJM),Tyumen,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
678,RU,Ufa International Airport (UFA),Ufa,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
679,RU,Ufa International Airport (UFA),Ufa,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
680,RU,"Baikal International
Airport (UUD)",Ulan-Ude,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p
Infants 0-2 yo - free-of-charge Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
681,RU,Ulyanovsk Vostochny Airport (ULY),Ulyanovsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
682,RU,Usinsk Airport (USK),Usinsk,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
683,RU,Gumrak - Volgograd International Airport (VOG),Volgograd,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
684,RU,Beslan - Vladikavkaz International Airport (OGZ),"Vladikavkaz, North Ossetia",Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
685,RU,"Vladivostok International Airport (VVO)
(Int’l flights)",Vladivostok,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
686,RU,Vladivostok International Airport (VVO) (Domestic flights),Vladivostok,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
687,RU,"Vladivostok
International Airport (VVO)
(Domestic flights)",Vladivostok,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p
Infants 0-2 yo - free-of-charge Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
688,RU,"Voronezh - Chernovitskoye International Airport  (VOZ)
(Int’l flights)",Voronezh,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
689,RU,"Voronezh - Chernovitskoye International Airport  (VOZ)
(Domestic flights)",Voronezh,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
690,RU,"Voronezh - Chernovitskoye International Airport  (VOZ)
(Domestic flights)",Voronezh,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
691,RU,Yoshkar-Ola Airport (JOK),Yoshkar-Ola,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
692,RU,South-Sakhalin Airport (UUS),Yuzhno- Sakhalinsk Sakhalin,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
693,RU,Yuzhno-Sakhalinsk Airport (UUS),Yuzhno- Sakhalinsk Sakhalin,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
694,RU,Yuzhno-Sakhalinsk Airport (UUS)),Yuzhno- Sakhalinsk Sakhalin,Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount Urgent orders < 2 business days + 15%"
695,RU,Yakutsk Airport (YKS),"Yakutsk, Yakutia- Sakha",Russian Federation,"Porter services - 25,00 EUR upto 2 bags p/p Infants 0-2 yo - free-of-charge
Children 2 - 12 yo - 50% discount
Urgent orders < 2 business days + 15%"
696,RW,Kigali – Kanombe International Airport (KGL),Kigali,Rwanda,"Business lounge for ECO pax (departure) - 80,00 p/P Porter services - 40,00 (upto 3 bags)
Infants 0 - 2 yo - free-of-charge Children 2 - 12 - €170,00
Booking - min. 3 working days in advance
Last minute requests + 25%"
767,LC,George F.L. Charles Airport (SLU),Castries,St. Lucia,"Porter service - 45,00 (up to 3 bags) VIP Lounge at departure - 65,00 p/Pax Children till 12yo - 70,00
Last minute requests < 72 hours + 25%"
697,WS,Faleolo International Airport (APW),Apia / Upolu Island,Samoa,"Business lounge for ECO pax (departure) - 70,00 p/P Porter services - 85,00 (upto 4 bags)
Infants 0-2 yo - free; Children - no discount Booking - min. 3 working days in advance
Last minute requests + 30%"
698,WS,Asau Airport (AAU),Asau / Savai’I Island,Samoa,"Business lounge for ECO pax (departure) - 70,00 p/P Porter services - 85,00 (upto 4 bags)
Infants 0-2 yo - free; Children - no discount Booking - min. 3 working days in advance
Last minute requests + 30%"
699,AS,Pago Pago International Airport (PPG),Pago Pago,"Samoa, American","Business lounge for ECO pax (departure) - 70,00 p/P Porter services - 85,00 (upto 4 bags)
Infants 0-2 yo - free; Children - no discount Booking - min. 3 working days in advance
Last minute requests + 30%"
700,AS,Maota (Salelologa) Air[port (MXS),Salelologa / Savai’I Island,"Samoa, American","Business lounge for ECO pax (departure) - 70,00 p/P Porter services - 85,00 (upto 4 bags)
Infants 0-2 yo - free; Children - no discount Booking - min. 3 working days in advance
Last minute requests + 30%"
701,ST,Sao Tome International Airport (TMS),Sao Tome,Sao Tome and Principe,"Business lounge for ECO pax (departure) - 80,00 p/P Porter services - 40,00 (upto 3 bags)
Infants 0 - 2 yo - free-of-charge Children 2 - 12 - €170,00
Booking - min. 3 working days in advance Last minute requests + 25%"
702,SA,"Abha Regional
Airport (AHB)",Abha,Saudi Arabia,"Booking – 2 working days prior date of services!
25% surcharge - Last minute requests Porter services - €55,00 (up to 4 bags)
Business lounge for ECO passengers (departure only) -
€75,00 p/P - BY REQUEST ONLY
Infants 0 - 2 yo – free. Children 2 – 11 – 50%"
703,SA,Prince Nayef bin Abdulaziz Regional Airport (ELQ),Buraidah,Saudi Arabia,"Booking – 2 working days prior date of services! 25% surcharge - Last minute requests
Porter services - €55,00 (up to 4 bags)
Business lounge for ECO passengers (departure only) -
€75,00 p/P - BY REQUEST ONLY
Infants 0 - 2 yo – free. Children 2 – 11 – 50%"
704,SA,King Fahd International Airport (DMM),Dammam,Saudi Arabia,"Booking – 3 working days prior date of services! 25% surcharge - Last minute requests
Porter services incl.
Infants 0 - 2 yo – free. Children 2 – 11 – 50% ""Abbaya"" for Female passenger - 100,00 p/p"
705,SA,King Fahd International Airport (DMM),Dammam,Saudi Arabia,"All in.
Booking – 3 working days prior date of services! 25% surcharge - Last minute requests"
706,SA,Ha'il Reginal Airport (HAS),Ha'il,Saudi Arabia,"Booking – 2 working days prior date of services! 25% surcharge - Last minute requests
Porter services - €55,00 (up to 4 bags)
Business lounge for ECO passengers (departure only) -
€75,00 p/P - BY REQUEST ONLY
Infants 0 - 2 yo – free. Children 2 – 11 – 50%"
707,SA,King Abdulaziz International Airport (JED),Jeddah,Saudi Arabia,"Booking – 3 working days prior date of services! VIP Lounge (departure only)  = 150,00 p/p – BY REQUEST ONLY
25% surcharge - Last minute requests < 3 days 50% surcharge for local weekends & holidays Porter services - €65,00 (up to 4 bags)
Infants 0 - 2 yo – free. Children 2 – 11 – 50%"
708,SA,King Abdulaziz International Airport (JED),Jeddah,Saudi Arabia,"Booking – 3 working days prior date of services! Private transfer from/to a/c incl.
VIP Lounge incl.
25% surcharge - Last minute requests < 3 days 50% surcharge for local weekends & holidays Infants 0 - 2 yo - free-of-charge
Children 2 - 11 - 650,00 / 1050,00"
709,SA,"King Abdullah bin
Abdulaziz Regional Airport (GIZ)",Jizan (Gizan),Saudi Arabia,"Booking – 2 working days prior date of services!
25% surcharge - Last minute requests Porter services - €55,00 (up to 4 bags)
Business lounge for ECO passengers (departure only) -
€75,00 p/P - BY REQUEST ONLY
Infants 0 - 2 yo – free. Children 2 – 11 – 50%"
710,SA,Prince Mohammed bin Abdulaziz International Airport (MED),Madinah (Medina),Saudi Arabia,"Booking – 3 working days prior date of services! 25% surcharge - Last minute requests
Porter services - €55,00 (up to 4 bags)
Business lounge for ECO passengers (int'l departure only) - €75,00 p/P
Infants 0 - 2 yo – free. Children 2 – 11 – 50%"
711,SA,Najran Domestic Airport (EAM),Najran,Saudi Arabia,"Booking – 2 working days prior date of services! 25% surcharge - Last minute requests
Porter services - €55,00 (up to 4 bags)
Business lounge for ECO passengers (departure only) -
€75,00 p/P - BY REQUEST ONLY
Infants 0 - 2 yo – free. Children 2 – 11 – 50%"
712,SA,King Khaled Airport (RUH),Riyadh,Saudi Arabia,"Private transportation to/from a/c – N/A Booking – 3 working days prior date of services! 25% surcharge - Last minute requests
50% surcharge for local weekends & holidays Porter services - €55,00 (up to 4 bags)  Infants 0 - 2 yo - free-of-charge
Children 2 - 11 - €600,00"
713,SA,King Khaled Airport (RUH),Riyadh,Saudi Arabia,"Booking – 3 working days prior date of services! 25% surcharge - Last minute requests (less 3 days) 50% surcharge for local weekends & holidays Porter services - €45,00 (up to 3 bags)
Business lounge for ECO passengers (departure only) -
€85,00 p/P - BY REQUEST ONLY
Infants 0 - 2 yo - free-of-charge Children 2 - 11 - €290,00"
714,SA,Prince Sultan bin Abdulaziz reginal Airport (TUU),Tabuk,Saudi Arabia,"Booking – 2 working days prior date of services! 25% surcharge - Last minute requests (less 3 days) Porter services - €55,00 (up to 4 bags)
Business lounge for ECO passengers (departure only) -
€85,00 p/P - BY REQUEST ONLY
Infants 0 - 2 yo – free. Children 2 – 11 – 50%"
715,SA,Ta'if Regional Airport (TIF),Ta'if,Saudi Arabia,"Booking – 2 working days prior date of services! 25% surcharge - Last minute requests
Porter services - €55,00 (up to 4 bags)
Business lounge for ECO passengers (departure only) -
€75,00 p/P - BY REQUEST ONLY
Infants 0 - 2 yo – free. Children 2 – 11 – 50%"
716,SA,Prince Abdul Mohsin bin Abdulaziz International Airport (YNB),Yanbu,Saudi Arabia,"Booking – 2 working days prior date of services! 25% surcharge - Last minute requests
Porter services - €55,00 (up to 4 bags)
Business lounge for ECO passengers (departure only) -
€75,00 p/P - BY REQUEST ONLY
Infants 0 - 2 yo – free. Children 2 – 11 – 50%"
717,SN,Blaise Diagne International Airport (DSS),Diass,Senegal,"Booking – 3 working days prior date of services! 25% surcharge - Last minute requests
Porter services - €45,00 (up to 3 bags)
Business lounge for ECO passengers (departure only) -
€75,00 p/P - BY REQUEST ONLY
Infants 0 - 2 yo - free-of-charge
Children 2 - 12 - €110,00"
768,LC,Hewanorra International Airport (UVF),Hewanorra,St. Lucia,"Porter service - 45,00 (up to 3 bags) VIP Lounge at departure - 65,00 p/Pax Children till 12yo - 70,00
Last minute requests < 72 hours + 25%"
718,RS,Belgrade Nikola Tesla Airport (BEG),Belgrade,Serbia,"Booking - 3 days in advance!
25% surcharge - Last minute requests (less 2 days) Porter services - 200,00 (p/service)
Business lounge for ECO passengers (departure only) – by request
Infants 0 – 1,99 - free-of-charge
Children 2 - 12 - €115,00"
719,RS,Belgrade Nikola Tesla Airport (BEG),Belgrade,Serbia,"All in
Booking – 3 days in advance up to 3 passengers for 1 hour!"
720,RS,"Nis Constantine the
Great Airport (INI)",Nis,Serbia,"Porter services - 200,00 (p/service)
Business lounge (departure only) – 95,00 p/p Infants 0-1,99 – free-of-charge
Children – no discount
Last minute booking (< 3 days) + 25%"
721,SC,Seychelles International Airport (Aéroport de la pointe Larue) (SEZ),Mahe Island,Seychelles,"All in
Booking – 3 working days prior date of services! 25% surcharge - Last minute requests
Porter services - €55,00 (up to 4 bags) Infants 0 – 1,99 yo - free-of-charge Children 2 - 12 - €170,00"
722,SL,Freetown (Lungi) International Airport (FNA),Lungi,Sierra Leone,"Porter services  incl. (upto 3 bags)
Business lounge for ECO pax (departure) - 75,00 p/P Children up to 12 yo - 175,00
Last minute booking (< 3 days) + 25%"
723,SG,Changi International Airport (SIN),Singapore,Singapore,"Rates are not applicable for Singapore Airshow, YOG & F1
Season peak.
Midnight surcharge (22:00 – 07:00)  + 30%
Last minute surcharge + 25%"
724,SG,Changi International Airport (SIN),Singapore,Singapore,"Min. 3 hours connection required! Service with electric baggy (incl.) Electric baggy – N/A at Terminal 4.
72 hours advance booking – minimum
Rates are not applicable for Singapore Airshow, YOG & F1 Season peak.
Service is not available for Low-Cost Carriers, Malaysian Airlines, Swiss Air and American-Based Airlines!
Midnight surcharge (22:00 – 07:00)  + 30%
Last minute surcharge + 25%"
725,SG,Changi International Airport (SIN),Singapore,Singapore,"Min. 3 hours connection required! Full VIP, all in
72 hours advance booking – minimum
Rates are not applicable for Singapore Airshow, YOG & F1 Season peak.
Service is not available for Low-Cost Carriers, Malaysian Airlines, Swiss Air and American-Based Airlines!
Midnight surcharge (22:00 – 07:00)  + 30%
Last minute surcharge + 25%"
726,SK,M.R. Stefanik International Airport (BTS),Bratislava,Slovakia,"All in.
Booking - 3 business days prior services Infants 0 - 2 yo - free-of-charge Children 2 - 12 - €140,00
Last minute requests + 25%"
727,SK,Kosice International Airport (KSC),Kosice,Slovakia,"Booking - 5 business days prior services Infants 0 - 2 yo - free-of-charge Children 2 - 12 - €140,00
Last minute requests + 25%
VIP Lounge at departure incl."
